non_toxicity_cats,family,scientific_name,non_toxicity,non_toxicity_dogs,toxicity_horses,toxicity_cats,clinical_signs,additional_common_names,toxic_principles,non_toxicity_horses,url,name,image_url,toxicity,toxicity_dogs
TRUE, Liliaceae, Clintonia umbelluata," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/speckled-wood-lily,Speckled Wood Lily,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Orchidaceae, Epidendrum atropurpeum," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spice-orchid,Spice Orchid,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Orchidaceae, Epidendrum ibaguense," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE,null, Fiery Reed Orchid, Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spice-orchid-0,Spice Orchid,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/fiery-reed-orchid-r.jpg?itok=b3IqqbVj,null,FALSE
TRUE, Capparaceae, Cleome hasserlana," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, No records of toxic ingestion from this plant., , Irritant glucocapparin,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spider-flower,Spider Flower,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Liliaceae, Chlorophytum comosum," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, ," Ribbon Plant, Anthericum, Spider Ivy", ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spider-ivy,Spider Ivy,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Liliaceae, Chlorophytum comosum," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, ," Ribbon Plant, Anthericum, Spider Ivy", ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spider-plant,Spider Plant,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Celastraceae, Euonymus atropurpurea,null,FALSE,TRUE,TRUE," Vomiting, diarrhea, abdominal pain, weakness. Heart rhythm abnormalities with large doses."," Wahoo, Burning Bush"," Alkaloids, Cardenolides",FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spindle-tree,Spindle Tree,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/burning-bush-1-r.jpg?itok=WutmDtu-," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Araceae, Philodendron bipennifolium, ,FALSE,FALSE,TRUE," Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."," Horsehead Philodendron, Cordatum, Heartleaf Philodendron, Panda Plant, Fiddle-Leaf, Fruit Salad Plant, Red Emerald, Red Princess, Saddle Leaf", Insoluble calcium oxalates,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/split-leaf-philodendron,Split Leaf Philodendron,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE," Toxic to Dogs, Toxic to Cats",TRUE
FALSE, Araceae, Dieffenbachia amoena,null,FALSE,FALSE,TRUE," Oral irritation, intense burning and irritation of mouth , tongue and lips, excessive drooling, vomiting, difficulty swallowing"," Charming Dieffenbachia, Giant Dumb Cane, Tropic Snow, Dumbcane, Exotica, Exotica Perfection, Dieffenbachia"," Insoluble calcium oxalates, proteolytic enzyme",FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spotted-dumb-cane,Spotted Dumb Cane,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/exotica-r.jpg?itok=U1AiXfwJ," Toxic to Dogs, Toxic to Cats",TRUE
FALSE, Liliaceae, Asparagus densiflorus cv sprengeri,null,FALSE,FALSE,TRUE," allergic dermatitis with repeated dermal exposure. Berry ingestion could result in gastric upset (vomiting, abdominal pain, or diarrhea.)"," Asparagus, Emerald Feather, Emerald Fern, Plumosa Fern, Lace Fern, Racemose Asparagus, Shatavari", Sapogenins,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sprengeri-fern,Sprengeri Fern,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/asparagus-fern-r.jpg?itok=t-jWcv3E," Toxic to Dogs, Toxic to Cats",TRUE
FALSE, Apiaceae, Petroselinum crispum,null,FALSE,TRUE,TRUE," Photosensitization (ulcerative and exudative dermatitis), ocular toxicity",null, Furanocoumarins,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spring-parsley,Spring Parsley,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/spring-parsley-r.jpg?itok=vqBlldsm," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Clusiaceae, Hypericum perforatum,null,FALSE,TRUE,TRUE, Photosensitization (ulcerative and exudative dermatitis)., Klamath Weed, Hypericin,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/st-johns-wort,St. John’s Wort,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/st-johnswort-r.jpg?itok=UKrQjU8b," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Ericaceae, Lyonia sp., ,FALSE,TRUE,TRUE," Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."," Fetterbush, Maleberry", Grayanotoxins,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/staggerbush,Staggerbush,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
TRUE, Apocynaceae, Trachelospermum jasminoides," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, , , ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/star-jasmine,Star Jasmine,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Liliaceae, Leucocrinum montanum," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, ," Mountain Lily, Sand Lily", ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/star-lily,Star Lily,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Bromeliaceae, Cryptanthus bivattus minor," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, ," Starfish Plant, Green Earth Star, Vary-Leaf Star, Pink Starlite", Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/star-plant,Star Plant,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Araceae, Arum maculatum,null,FALSE,TRUE,TRUE," Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"," Arum, Lord-and-Ladies, Adam-and-Eve, Wake Robin, Bobbins, Cuckoo Plant", Insoluble calcium oxalates,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/starch-root,Starch Root,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/arum-r.jpg?itok=I6KyQVcY," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Liliaceae, Lilium orientalis," Non-Toxic to Dogs, Non-Toxic to Horses",TRUE,FALSE,TRUE," Vomiting, inappetence, lethargy, kidney failure and death is possible. Cats are only species known to be affected.",null, Unknown,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/stargazer-lily,Stargazer Lily,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/stargazer-lily-r.jpg?itok=5kNqrBv_, Toxic to Cats,FALSE
FALSE, Araliaceae, Brassaia actinophylla,null,FALSE,FALSE,TRUE," While this plant does contain potentially toxic substances, the most common effects seen are mild vomiting and diarrhea."," Schefflera, Umbrella Tree, Octopus Tree, Australian Ivy Palm"," Terpenoids, saponins, insoluble oxalates",FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/starleaf,Starleaf,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/australian-ivy-palm-r.jpg?itok=3sh4iprI," Toxic to Dogs, Toxic to Cats",TRUE
FALSE, Asteraceae, Anthemis cotula,null,FALSE,TRUE,TRUE," Contact dermatitis, vomiting, diarrhea, anorexia, allergic reactions. Long term use can lead to bleeding tendencies."," Mayweed, Poison Daisy"," Volatile oil; bisabolol, chamazulene, anthemic acid, tannic acid",FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/stinking-chamomile,Stinking Chamomile,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/mayweed-r.jpg?itok=G-VjMPJk," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Agavaceae, Dracaena marginata, ,FALSE,FALSE,TRUE," In cats: dilated pupils, abdominal pain, increased heartrate and drooling. In both cats and dogs: vomiting, depression, inappetence, drooling, incoordination, and weakness.", red-margined dracaena, Unknown,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/straight-margined-dracaena,Straight-Margined Dracaena,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Rosaceae, Fragaria," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, , wild strawberry, ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/strawberry,Strawberry,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Bromiliaceae, Neoregalia spp.," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, ," Crimson Cup, Marbled Fingernail, Blushing Bromeliad, Neoregelia, Miniature Marble Plant, Aregelia", ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/striped-blushing,Striped Blushing,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Agavaceae, Dracaena deremensis,null,FALSE,FALSE,TRUE," In cats: dilated pupils, abdominal pain, increased heartrate and drooling. In both cats and dogs: vomiting, depression, inappetence, drooling, incoordination, and weakness."," warneckii, janet craig plant", Unknown,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/striped-dracaena,Striped Dracaena,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/striped-dracaena-r.jpg?itok=wF9Gyf7K," Toxic to Dogs, Toxic to Cats",TRUE
FALSE, Gramineae, Sorhum vulgare var. sudanesis,null,FALSE,TRUE,FALSE," The plant can accumulate toxic concentrations of the poisonous compounds. Poisonings typically occur during periods of high rainfall amounts, after grazing on the rapidly growing young green plants for periods of one week to six months, with an average of 8 weeks. Clinical effects include a loss of nerve function to the hind legs and bladder, stumbling when forced to move, progressing to complete paralysis of the hind limbs. Affected animals may be unable to go backwards (back up); bladder paralysis can result in over filling and constant dribbling of urine, which can in turn lead to scalding of the hind legs in mares and/or bladder infection. Poisonings may also be associated with fetal deformities or fetal death.",null," Cyanogenic glycosides, nitrates",FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sudan-grass-hybrid-sudan,Sudan Grass / Hybrid Sudan,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/sudan-grass-hybrid-sudan-r.jpg?itok=QinxvDRu, Toxic to Horses,FALSE
TRUE, , Ceratonia siliqua," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, ," Carob Tree, Locust Pods, Kharoub, Beans", Non-toxic,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sugar-pods,Sugar Pods,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Polygonaceae, Eriogonium umbellatum," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE,null," Umbrella Plant, Wild Buckweat", Non-toxic,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sulfur-flower,Sulfur Flower,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/umbrella-plant-r_0.jpg?itok=eWcajQeH,null,FALSE
TRUE, Hyacinthaeae, Galtonia," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/summer-hyacinth,Summer Hyacinth,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Compositae, helianthus angustifolius," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, , swamp sunflower, ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sunflower,Sunflower,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Liliaceae, Gloriosa superba,null,FALSE,TRUE,TRUE," Salivation, vomiting (bloody), diarrhea (bloody), shock, kidney failure, liver damage, bone marrow suppression."," Glory Lily, Climbing Lily, Gloriosa Lily", Colchicine related alkaloids,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/superb-lily,Superb Lily,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/glory-lily-r.jpg?itok=f2xRmWM8," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Aceraceae, Acer rubrum,null,FALSE,TRUE,FALSE," Wilted leaves are considered to be most toxic. Damage to red blood cells, resulting in decreased ability to carry oxygen to tissues; darkening of the membranes around the eyes/mouth,weakness, feed refusal, central nervous system depression, abdominal discomfort, laminitis, discolored urine, abortion in pregnant mares. Death can occur within 18 hours or as long as 7-10 days after ingestion. Most cases of poisoning are reported during midsummer through early winter."," Red Maple, Scarlet Maple, Curled Maple, Soft Maple", Unknown,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/swamp-maple,Swamp Maple,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/red-maple-swamp-maple-r.jpg?itok=0gmrSo75, Toxic to Horses,FALSE
TRUE, Compositae, helianthus angustifolius," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, , Sunflower, ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/swamp-sunflower,Swamp Sunflower,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Pilea: Uriticaeae; Plectranthus: Lamiaceae, Plectranthus australis," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, , Creeping Charlie, ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/swedish-ivy,Swedish Ivy,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Fabaceae, Lathyrus latifolius,null,FALSE,TRUE,TRUE," Weakness, lethargy, pacing, head pressing, tremors, seizures and possibly death."," Perennial Pea, Everlasting Pea", Aminoproprionitrite,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sweet-pea,Sweet Pea,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/sweet-pea-r.jpg?itok=UIrxOmuQ," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Convolvulaceae, Ipomoea batatas, ,FALSE,TRUE,TRUE," Diarrhea, hallucinations: Mold damaged plants can cause respiratory distress in livestock", Sweet potato, LSD,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sweet-potato-vine,Sweet Potato Vine,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Caryophyllaceae, Dianthus caryophyllus,null,FALSE,FALSE,TRUE," Mild gastrointestinal signs, mild dermatitis"," Carnation, Wild Carnation, Pinks", Unknown irritant,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sweet-william,Sweet William,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/wild-carnation-r.jpg?itok=3xZNVuox," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Asclepiadaceae, Hoya kerrii," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, ," wax hearts, valentine hoya", ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sweetheart-hoya,Sweetheart Hoya,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Araliaceae, Hedera helix,null,FALSE,TRUE,TRUE," Vomiting, abdominal pain, hypersalivation, diarrhea. Foliage is more toxic than berries"," English Ivy, Glacier Ivy, Needlepoint Ivy, Branching Ivy, California Ivy", Triterpenoid saponins (hederagenin),FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sweetheart-ivy,Sweetheart Ivy,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/sweetheart-ivy-r.jpg?itok=Uzf7Tb9t," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Araceae, Monstera deliciosa,null,FALSE,FALSE,TRUE," Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."," Cutleaf Philodendron, Hurricane Plant, Ceriman, Mexican Breadfruit", Insoluble calcium oxalates,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/swiss-cheese-plant,Swiss Cheese Plant,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/ceriman-cutleaf-philodendron-r.jpg?itok=qYgFKKCu," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Dryopteridaceae, Nephrolepis biserrata," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, ," Bold Sword Fern, Roosevelt Fern", ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sword-fern,Sword Fern,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Commelinaceae, tradescantia multiflora," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE,null, Gibasis Geniculata,null,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tahitian-bridal-veil,Tahitian Bridal Veil,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/gibasis-geniculata-r.jpg?itok=H_GTOgcP,null,FALSE
FALSE, Araceae, Anthurium scherzeranum,null,FALSE,FALSE,TRUE," Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"," Flamingo Plant, Flamingo Lily, Oilcloth Flower, Pigtail Plant, Painter's Pallet", Insoluble calcium oxalates,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tail-flower,Tail Flower,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/flamingo-plant-r.jpg?itok=coewkiON," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Orchidaceae, Masdevallia," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tailed-orchid,Tailed Orchid,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Dryopteridaceae, Nephrolepis biserrata," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, ," Bold Sword Fern, Sword Fern, Roosevelt Fern", ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tall-feather-fern,Tall Feather Fern,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Berberidaceae, Mahonia aquifolium," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, ," Oregon Grape, Oregon Grape Holly, Mahonia Aguifolium, Holly-Leaved Berry, Mahonia", ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tall-mahonia,Tall Mahonia,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Balsaminaceae, Impatiens spp.," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, ," Giant Touch-Me-Not, Buzzy Lizzy, Patient Lucy, Patient Plant, Tangerine Impatience, Impatience Plant, Lady Slipper", ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/tangerine-impatience,Tangerine Impatience,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Araceae, Caladium hortulanum,null,FALSE,FALSE,TRUE," Oral irritation, intense burning and irritation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing."," Caladium, Elephant Ears, Pai, Ape, Cape, Via, Via sori, Malanga", Calcium oxalate crystals,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/taro,Taro,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/malanga-r.jpg?itok=uF2N-jdd," Toxic to Dogs, Toxic to Cats",TRUE
FALSE, Araceae, Colocasia esculenta,null,FALSE,FALSE,TRUE," Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."," Caladium, Elephant's Ears, Malanga", Insoluble calcium oxalates,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/taro-0,Taro,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/elephant-ears-r.jpg?itok=Pi8zHwaI," Toxic to Dogs, Toxic to Cats",TRUE
FALSE, Araceae, Epipremnum aureum,null,FALSE,FALSE,TRUE," Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."," Golden Pothos, Devil's Ivy, Devil's Vine, Ivy Arum", Insoluble calcium oxalates,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/taro-vine,Taro Vine,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/devils-ivy-1-r.jpg?itok=PfK285jN," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Cucurbitaceae, Cucumis dipsaceus," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, , Hedgehog Gourd, Non-toxic,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/teasel-gourd,Teasel Gourd,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, , , ,FALSE,FALSE,FALSE, , , ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/test-search,test-search,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Labiatae, Salvia coccinea," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, , Scarlet Sage, ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/texas-sage,Texas Sage,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Meliaceae, Melia azedarach,null,FALSE,TRUE,TRUE," Diarrhea, vomiting, salivation, depression, weakness, and seizures. Ripe fruit (berries) most toxic but also bark, leaves, and flowers."," China Ball Tree, Paradise Tree, Persian Lilac, White Cedar, Japanese Bead Tree, Bead Tree, Pride-of-India, Chinaberry Tree", Tetranortriterpenes (meliatoxins),FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/texas-umbrella-tree,Texas Umbrella Tree,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bead-tree-r.jpg?itok=dQ4xzmpz," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
TRUE, Theaceae, Thea japonica," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, ," Common Camellia, Peony Camellia", Non-toxic,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/thea-japonica,Thea Japonica,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Cactaceae, Mammillaria fragilis," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/thimble-cactus,Thimble Cactus,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
