name,sci_name,common_names,family,image_url,aspca_url,non_toxicity_cats,non_toxicity_dogs,non_toxicity_horses,clinical_signs
Satin Pothos,Scindapsus pictus,Silk Pothos,Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/satin-pothos-r.jpg?itok=uTOQKKi6,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/satin-pothos,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing."
Sawbrier,Smilax glauca,Wild Sasparilla,Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sawbrier,TRUE,TRUE,TRUE,null
Scabious,Leucospermum incisum,Pincushion Flower,Protaeceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/scabious,TRUE,TRUE,TRUE,null
Scarborough Lily,Vallota speciosa,null,Amaryllidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/scarborough-lily-r.jpg?itok=MfmbWY2E,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/scarborough-lily,TRUE,TRUE,FALSE,null
Scarlet Orchid,Epidendrum tampense,Florida Butterfly Orchid,Orchidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/scarlet-orchid,TRUE,TRUE,FALSE,null
Scarlet Sage,Salvia coccinea,Texas Sage,Labiatae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/scarlet-sage,TRUE,TRUE,TRUE,null
Schefflera,Schefflera,"Umbrella Tree, Australian Ivy Palm, Octopus Tree, Starleaf",Araliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/schefflera-r.jpg?itok=P-G6AN-s,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/schefflera,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing."
Scouring Rush,Equisetum arvense,"Field Horsetail, Common Horsetail, Western Horsetail",Equisetaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/scouring-rush-r.jpg?itok=ZanMDu17,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/scouring-rush,FALSE,FALSE,FALSE,"The plant is commonly ingested when horses have very little suitable vegetation to graze on; ingestions over several days or weeks may result in adverse clinical effects. The toxic component breaks down thiamine (an essential nutrient for central nervous system function and metabolism). Clinical signs include weight loss, central nervous system disorders, muscle weakness gradually progressing in severity, convulsions and death."
search-results,,,,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/search-results,FALSE,FALSE,FALSE,null
Seaside Daisy,Erigeron speciosus,"Showy Daisy, Horseweed, Fleabane",Asteraceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/seaside-daisy-r.jpg?itok=QIlgwI1g,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/seaside-daisy,FALSE,FALSE,FALSE,"Mild vomiting, diarrhea."
Sego Lily,Calochortus gunnisonii,Mariposa Lily,Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sego-lily,TRUE,TRUE,FALSE,null
Seven Bark,Hydrangea arborescens,"Hydrangea, Hortensia, Hills of Snow",Hydrangeaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/hydrangea-r.jpg?itok=iSR7Hdce,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/seven-bark,FALSE,FALSE,FALSE,"Vomiting, depression, diarrhea. Cyanide intoxication is rare - usually produces more of a gastrointestinal disturbance."
Shagbark Hickory,Carya laciniosa,"Big Shellbark Hickory, Shellbark Hickory, Big Shagbark Hickory",Juglandaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/shagbark-hickory-r.jpg?itok=8YHR7Vmd,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/shagbark-hickory,TRUE,TRUE,TRUE,null
Shamrock Plant,Oxalis spp.,"Good Luck Plant, Sorrel",null,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/blog/noimage.jpg?itok=mwRnZpPn,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/shamrock-plant,FALSE,FALSE,FALSE,"All parts of the plant have toxic potential, although the possibility of serious effects is usually limited to ingestions of large quantities. Consuming Oxalis species can produce colic in horses, and kidney failure is possible if significant amounts are eaten."
Shan Ku'ei-lai,Smilax glabra,"Cat Brier, China Root, Ti-hu-ling, Shiny Leaf Smilax",Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/shan-kuei-lai,TRUE,TRUE,TRUE,null
Shatavari,Asparagus densiflorus cv sprengeri,"Asparagus, Emerald Feather, Emerald Fern, Sprengeri Fern, Plumosa Fern, Lace Fern, Racemose Asparagus",Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/asparagus-fern-r.jpg?itok=t-jWcv3E,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/shatavari,FALSE,FALSE,FALSE,"allergic dermatitis with repeated dermal exposure. Berry ingestion could result in gastric upset (vomiting, abdominal pain, or diarrhea.)"
Sheepkill,Kalmia latifolia,Mountain Laurel,Ericaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/mountain-laurel-1-r.jpg?itok=BuQqO5Mo,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sheepkill,FALSE,FALSE,FALSE,"Typically not very palatable to horses unless it is the only forage available, but sheep and goats may graze readily on the plant. The toxic principle interferes with normal skeletal muscle, cardiac muscle and nerve function. Clinical effects typically occur within a few hours after ingestion, and can include acute digestive upset, excessive drooling, loss of appetite, frequent bowel movements/diarrhea, colic, depression, weakness, loss of coordination, stupor, leg paralysis, weak heart rate and recumbency for 2 or more days; at this point, improvement may be seen or the animal may become comatose and die."
Shellbark Hickory,Carya laciniosa,Big Shellbark Hickory,Juglandaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/shagbark-hickory-r.jpg?itok=8YHR7Vmd,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/shellbark-hickory,TRUE,TRUE,TRUE,null
Showy Daisy,Erigeron speciosus,"Seaside Daisy, Horseweed, Fleabane",Asteraceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/seaside-daisy-r.jpg?itok=QIlgwI1g,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/showy-daisy,FALSE,FALSE,FALSE,"Mild vomiting, diarrhea."
Shrimp Cactus,Schlumbergera russelliana,,Cactaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/shrimp-cactus,TRUE,TRUE,FALSE,null
Silver Bell,Halesia carolina,"opossum wood, snowbell tree, shittimwood",Styrnaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/silver-bell,TRUE,TRUE,TRUE,null
Silver Berry,elaeagnus species,"Autumn Olive, Russian Olive",Elaeagnaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/autumn-olive-r.jpg?itok=kRuEC1ji,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/silver-berry,TRUE,TRUE,TRUE,null
Silver Dollar,Crassula arborescens,"Silver Jade Plant, Chinese Jade",Crassulaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/silver-jade-r.jpg?itok=GKItVSus,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/silver-dollar,FALSE,FALSE,FALSE,"Nausea, retching"
Silver Heart,Peperomia caperata,,Piperaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/silver-heart,TRUE,TRUE,FALSE,null
Silver Jade Plant,Crassula arborescens,"Chinese Jade, Silver Dollar",Crassulaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/silver-jade-r.jpg?itok=GKItVSus,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/silver-jade-plant,FALSE,FALSE,FALSE,"Nausea, retching"
Silver Pink Vine,Hoya pubicalyx,,Asclepiadaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/silver-pink-vine,TRUE,TRUE,FALSE,null
Silver Star,Cryptanthus lacerdae,Cape Marigold,Bromeliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/silver-star,TRUE,TRUE,FALSE,null
Silver Table Fern,Pteris sp.,,Pteridaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/silver-table-fern,TRUE,TRUE,FALSE,null
Silver Tree Anamiga,NONE LISTED,,,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/silver-tree-anamiga,TRUE,TRUE,FALSE,null
Skunk Cabbage,Symplocarpus foetidus,"Skunk Weed, Polecat Weed, Meadow Cabbage, Swamp Cabbage",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/skunk-cabbage,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
Slender Deutzia,Deutzia gracilis,,Saxifragaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/slender-deutzia,TRUE,TRUE,FALSE,null
Small Fruited Hickory,Carya glabra,,Juglandaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/small-fruited-hickory,TRUE,TRUE,TRUE,null
Smilax Tamnoides Vas,Smilax hispida,"Hellfetter, Hagbrier",Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/smilax-tamnoides-vas,TRUE,TRUE,TRUE,null
Snake Lilly,Iris species,"Iris, Flag, Water Flag",Iridaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/iris-1-r.jpg?itok=XSCD5q2T,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/snake-lilly,FALSE,FALSE,FALSE,"Salivation, vomiting, drooling,lethargy, diarrhea. Highest concentration in rhizomes."
Snake Plant,Sansevieria trifasciata,"Golden Bird's Nest, Mother-in-Law’s Tongue, Good Luck Plant",Agavaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/snake-plant,FALSE,FALSE,FALSE,"Nausea, vomiting, diarrhea."
Solomon’s Lily,Arum palestinum,"Black Calla, Wild Calla, Wild Arum",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/black-calla-r.jpg?itok=swVnUd5j,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/solomons-lily,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
Sowbread,Cyclamen spp,Cyclamen,Primulaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sowbread,FALSE,FALSE,FALSE,"Salivation, vomiting, diarrhea. Following large ingestions of tubers: heart rhythm abnormalities, seizures, death"
Spanish Thyme,Coleus ampoinicus,"Indian Borage, Bread and Butter Plant, Coleus, East Indian Thyme, Stinging Thyme, Country Boarage; many others",Labiatae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/spanish-thyme-r.jpg?itok=SI6vxSb2,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spanish-thyme,FALSE,FALSE,FALSE,"Vomiting, diarrhea, depression, anorexia, occasionally bloody diarrhea or vomiting"
Speckled Wood Lily,Clintonia umbelluata,,Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/speckled-wood-lily,TRUE,TRUE,FALSE,null
Spice Orchid,Epidendrum atropurpeum,,Orchidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spice-orchid,TRUE,TRUE,FALSE,null
Spice Orchid,Epidendrum ibaguense,Fiery Reed Orchid,Orchidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/fiery-reed-orchid-r.jpg?itok=b3IqqbVj,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spice-orchid-0,TRUE,TRUE,FALSE,null
Spider Flower,Cleome hasserlana,,Capparaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spider-flower,TRUE,TRUE,TRUE,No records of toxic ingestion from this plant.
Spider Ivy,Chlorophytum comosum,"Ribbon Plant, Anthericum, Spider Ivy",Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spider-ivy,TRUE,TRUE,FALSE,null
Spider Plant,Chlorophytum comosum,"Ribbon Plant, Anthericum, Spider Ivy",Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spider-plant,TRUE,TRUE,FALSE,null
Spindle Tree,Euonymus atropurpurea,"Wahoo, Burning Bush",Celastraceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/burning-bush-1-r.jpg?itok=WutmDtu-,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spindle-tree,FALSE,FALSE,FALSE,"Vomiting, diarrhea, abdominal pain, weakness. Heart rhythm abnormalities with large doses."
Split Leaf Philodendron,Philodendron bipennifolium,"Horsehead Philodendron, Cordatum, Heartleaf Philodendron, Panda Plant, Fiddle-Leaf, Fruit Salad Plant, Red Emerald, Red Princess, Saddle Leaf",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/split-leaf-philodendron,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
Spotted Dumb Cane,Dieffenbachia amoena,"Charming Dieffenbachia, Giant Dumb Cane, Tropic Snow, Dumbcane, Exotica, Exotica Perfection, Dieffenbachia",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/exotica-r.jpg?itok=U1AiXfwJ,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spotted-dumb-cane,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth , tongue and lips, excessive drooling, vomiting, difficulty swallowing"
Sprengeri Fern,Asparagus densiflorus cv sprengeri,"Asparagus, Emerald Feather, Emerald Fern, Plumosa Fern, Lace Fern, Racemose Asparagus, Shatavari",Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/asparagus-fern-r.jpg?itok=t-jWcv3E,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sprengeri-fern,FALSE,FALSE,FALSE,"allergic dermatitis with repeated dermal exposure. Berry ingestion could result in gastric upset (vomiting, abdominal pain, or diarrhea.)"
Spring Parsley,Petroselinum crispum,null,Apiaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/spring-parsley-r.jpg?itok=vqBlldsm,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/spring-parsley,FALSE,FALSE,FALSE,"Photosensitization (ulcerative and exudative dermatitis), ocular toxicity"
St. John’s Wort,Hypericum perforatum,Klamath Weed,Clusiaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/st-johnswort-r.jpg?itok=UKrQjU8b,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/st-johns-wort,FALSE,FALSE,FALSE,Photosensitization (ulcerative and exudative dermatitis).
Staggerbush,Lyonia sp.,"Fetterbush, Maleberry",Ericaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/staggerbush,FALSE,FALSE,FALSE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."
Star Jasmine,Trachelospermum jasminoides,,Apocynaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/star-jasmine,TRUE,TRUE,TRUE,null
Star Lily,Leucocrinum montanum,"Mountain Lily, Sand Lily",Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/star-lily,TRUE,TRUE,FALSE,null
Star Plant,Cryptanthus bivattus minor,"Starfish Plant, Green Earth Star, Vary-Leaf Star, Pink Starlite",Bromeliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/star-plant,TRUE,TRUE,FALSE,null
Starch Root,Arum maculatum,"Arum, Lord-and-Ladies, Adam-and-Eve, Wake Robin, Bobbins, Cuckoo Plant",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/arum-r.jpg?itok=I6KyQVcY,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/starch-root,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
Stargazer Lily,Lilium orientalis,null,Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/stargazer-lily-r.jpg?itok=5kNqrBv_,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/stargazer-lily,FALSE,TRUE,TRUE,"Vomiting, inappetence, lethargy, kidney failure and death is possible. Cats are only species known to be affected."
Starleaf,Brassaia actinophylla,"Schefflera, Umbrella Tree, Octopus Tree, Australian Ivy Palm",Araliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/australian-ivy-palm-r.jpg?itok=3sh4iprI,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/starleaf,FALSE,FALSE,FALSE,"While this plant does contain potentially toxic substances, the most common effects seen are mild vomiting and diarrhea."
Stinking Chamomile,Anthemis cotula,"Mayweed, Poison Daisy",Asteraceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/mayweed-r.jpg?itok=G-VjMPJk,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/stinking-chamomile,FALSE,FALSE,FALSE,"Contact dermatitis, vomiting, diarrhea, anorexia, allergic reactions. Long term use can lead to bleeding tendencies."
Straight-Margined Dracaena,Dracaena marginata,red-margined dracaena,Agavaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/straight-margined-dracaena,FALSE,FALSE,FALSE,"In cats: dilated pupils, abdominal pain, increased heartrate and drooling. In both cats and dogs: vomiting, depression, inappetence, drooling, incoordination, and weakness."
Strawberry,Fragaria,wild strawberry,Rosaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/strawberry,TRUE,TRUE,TRUE,null
Striped Blushing,Neoregalia spp.,"Crimson Cup, Marbled Fingernail, Blushing Bromeliad, Neoregelia, Miniature Marble Plant, Aregelia",Bromiliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/striped-blushing,TRUE,TRUE,FALSE,null
Striped Dracaena,Dracaena deremensis,"warneckii, janet craig plant",Agavaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/striped-dracaena-r.jpg?itok=wF9Gyf7K,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/striped-dracaena,FALSE,FALSE,FALSE,"In cats: dilated pupils, abdominal pain, increased heartrate and drooling. In both cats and dogs: vomiting, depression, inappetence, drooling, incoordination, and weakness."
Sudan Grass / Hybrid Sudan,Sorhum vulgare var. sudanesis,null,Gramineae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/sudan-grass-hybrid-sudan-r.jpg?itok=QinxvDRu,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sudan-grass-hybrid-sudan,FALSE,FALSE,FALSE,"The plant can accumulate toxic concentrations of the poisonous compounds. Poisonings typically occur during periods of high rainfall amounts, after grazing on the rapidly growing young green plants for periods of one week to six months, with an average of 8 weeks. Clinical effects include a loss of nerve function to the hind legs and bladder, stumbling when forced to move, progressing to complete paralysis of the hind limbs. Affected animals may be unable to go backwards (back up); bladder paralysis can result in over filling and constant dribbling of urine, which can in turn lead to scalding of the hind legs in mares and/or bladder infection. Poisonings may also be associated with fetal deformities or fetal death."
Sugar Pods,Ceratonia siliqua,"Carob Tree, Locust Pods, Kharoub, Beans",,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sugar-pods,TRUE,TRUE,TRUE,null
Sulfur Flower,Eriogonium umbellatum,"Umbrella Plant, Wild Buckweat",Polygonaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/umbrella-plant-r_0.jpg?itok=eWcajQeH,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sulfur-flower,TRUE,TRUE,TRUE,null
Summer Hyacinth,Galtonia,,Hyacinthaeae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/summer-hyacinth,TRUE,TRUE,FALSE,null
Sunflower,helianthus angustifolius,swamp sunflower,Compositae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/sunflower,TRUE,TRUE,TRUE,null
Superb Lily,Gloriosa superba,"Glory Lily, Climbing Lily, Gloriosa Lily",Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/glory-lily-r.jpg?itok=f2xRmWM8,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/superb-lily,FALSE,FALSE,FALSE,"Salivation, vomiting (bloody), diarrhea (bloody), shock, kidney failure, liver damage, bone marrow suppression."
Swamp Maple,Acer rubrum,"Red Maple, Scarlet Maple, Curled Maple, Soft Maple",Aceraceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/red-maple-swamp-maple-r.jpg?itok=0gmrSo75,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/swamp-maple,FALSE,FALSE,FALSE,"Wilted leaves are considered to be most toxic. Damage to red blood cells, resulting in decreased ability to carry oxygen to tissues; darkening of the membranes around the eyes/mouth,weakness, feed refusal, central nervous system depression, abdominal discomfort, laminitis, discolored urine, abortion in pregnant mares. Death can occur within 18 hours or as long as 7-10 days after ingestion. Most cases of poisoning are reported during midsummer through early winter."
Swamp Sunflower,helianthus angustifolius,Sunflower,Compositae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/swamp-sunflower,TRUE,TRUE,TRUE,null
Swedish Ivy,Plectranthus australis,Creeping Charlie,Pilea: Uriticaeae; Plectranthus: Lamiaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/swedish-ivy,TRUE,TRUE,TRUE,null
